"step","funnel_step","platform","age_range","year_month","funnel_count","total_count_for_stage"
"7","Left a Review","ios","35-44","2022-03","386","156211"
"7","Left a Review","ios","35-44","2022-04","4","156211"
"7","Left a Review","ios","45-54","2021-01","8","156211"
"7","Left a Review","ios","45-54","2021-02","63","156211"
"7","Left a Review","ios","45-54","2021-03","190","156211"
"7","Left a Review","ios","45-54","2021-04","285","156211"
"7","Left a Review","ios","45-54","2021-05","332","156211"
"7","Left a Review","ios","45-54","2021-06","545","156211"
"7","Left a Review","ios","45-54","2021-07","773","156211"
"7","Left a Review","ios","45-54","2021-08","871","156211"
"7","Left a Review","ios","45-54","2021-09","931","156211"
"7","Left a Review","ios","45-54","2021-10","1156","156211"
"7","Left a Review","ios","45-54","2021-11","1312","156211"
"7","Left a Review","ios","45-54","2021-12","1566","156211"
"7","Left a Review","ios","45-54","2022-01","1301","156211"
"7","Left a Review","ios","45-54","2022-02","581","156211"
"7","Left a Review","ios","45-54","2022-03","132","156211"
"7","Left a Review","ios","Unknown","2021-01","10","156211"
"7","Left a Review","ios","Unknown","2021-02","151","156211"
"7","Left a Review","ios","Unknown","2021-03","500","156211"
"7","Left a Review","ios","Unknown","2021-04","679","156211"
"7","Left a Review","ios","Unknown","2021-05","951","156211"
"7","Left a Review","ios","Unknown","2021-06","1465","156211"
"7","Left a Review","ios","Unknown","2021-07","2090","156211"
"7","Left a Review","ios","Unknown","2021-08","2505","156211"
"7","Left a Review","ios","Unknown","2021-09","3051","156211"
"7","Left a Review","ios","Unknown","2021-10","3465","156211"
"7","Left a Review","ios","Unknown","2021-11","3460","156211"
"7","Left a Review","ios","Unknown","2021-12","3755","156211"
"7","Left a Review","ios","Unknown","2022-01","3238","156211"
"7","Left a Review","ios","Unknown","2022-02","1420","156211"
"7","Left a Review","ios","Unknown","2022-03","283","156211"
"7","Left a Review","web","18-24","2021-02","2","156211"
"7","Left a Review","web","18-24","2021-03","20","156211"
"7","Left a Review","web","18-24","2021-04","61","156211"
"7","Left a Review","web","18-24","2021-05","114","156211"
"7","Left a Review","web","18-24","2021-06","146","156211"
"7","Left a Review","web","18-24","2021-07","193","156211"
"7","Left a Review","web","18-24","2021-08","177","156211"
"7","Left a Review","web","18-24","2021-09","188","156211"
"7","Left a Review","web","18-24","2021-10","200","156211"
"7","Left a Review","web","18-24","2021-11","172","156211"
"7","Left a Review","web","18-24","2021-12","197","156211"
"7","Left a Review","web","18-24","2022-01","164","156211"
"7","Left a Review","web","18-24","2022-02","78","156211"
"7","Left a Review","web","18-24","2022-03","29","156211"
"7","Left a Review","web","25-34","2021-01","18","156211"
"7","Left a Review","web","25-34","2021-02","28","156211"
"7","Left a Review","web","25-34","2021-03","38","156211"
"7","Left a Review","web","25-34","2021-04","74","156211"
"7","Left a Review","web","25-34","2021-05","153","156211"
"7","Left a Review","web","25-34","2021-06","213","156211"
"7","Left a Review","web","25-34","2021-07","219","156211"
"7","Left a Review","web","25-34","2021-08","223","156211"
"7","Left a Review","web","25-34","2021-09","260","156211"
"7","Left a Review","web","25-34","2021-10","286","156211"
"7","Left a Review","web","25-34","2021-11","267","156211"
"7","Left a Review","web","25-34","2021-12","294","156211"
"7","Left a Review","web","25-34","2022-01","279","156211"
"7","Left a Review","web","25-34","2022-02","167","156211"
"7","Left a Review","web","25-34","2022-03","57","156211"
"7","Left a Review","web","35-44","2021-01","14","156211"
"7","Left a Review","web","35-44","2021-02","32","156211"
"7","Left a Review","web","35-44","2021-03","73","156211"
"7","Left a Review","web","35-44","2021-04","134","156211"
"7","Left a Review","web","35-44","2021-05","200","156211"
"7","Left a Review","web","35-44","2021-06","304","156211"
"7","Left a Review","web","35-44","2021-07","391","156211"
"7","Left a Review","web","35-44","2021-08","485","156211"
"7","Left a Review","web","35-44","2021-09","588","156211"
"7","Left a Review","web","35-44","2021-10","707","156211"
"7","Left a Review","web","35-44","2021-11","761","156211"
"7","Left a Review","web","35-44","2021-12","769","156211"
"7","Left a Review","web","35-44","2022-01","651","156211"
"7","Left a Review","web","35-44","2022-02","317","156211"
"7","Left a Review","web","35-44","2022-03","26","156211"
"7","Left a Review","web","45-54","2021-02","13","156211"
"7","Left a Review","web","45-54","2021-03","34","156211"
"7","Left a Review","web","45-54","2021-04","81","156211"
"7","Left a Review","web","45-54","2021-05","100","156211"
"7","Left a Review","web","45-54","2021-06","96","156211"
"7","Left a Review","web","45-54","2021-07","97","156211"
"7","Left a Review","web","45-54","2021-08","125","156211"
"7","Left a Review","web","45-54","2021-09","191","156211"
"7","Left a Review","web","45-54","2021-10","186","156211"
"7","Left a Review","web","45-54","2021-11","175","156211"
"7","Left a Review","web","45-54","2021-12","160","156211"
"7","Left a Review","web","45-54","2022-01","86","156211"
"7","Left a Review","web","45-54","2022-02","15","156211"
"7","Left a Review","web","45-54","2022-03","3","156211"
"7","Left a Review","web","Unknown","2021-01","6","156211"
"7","Left a Review","web","Unknown","2021-02","33","156211"
"7","Left a Review","web","Unknown","2021-03","66","156211"
"7","Left a Review","web","Unknown","2021-04","61","156211"
"7","Left a Review","web","Unknown","2021-05","110","156211"
"7","Left a Review","web","Unknown","2021-06","289","156211"
"7","Left a Review","web","Unknown","2021-07","460","156211"
"7","Left a Review","web","Unknown","2021-08","458","156211"
"7","Left a Review","web","Unknown","2021-09","395","156211"
"7","Left a Review","web","Unknown","2021-10","491","156211"
"7","Left a Review","web","Unknown","2021-11","549","156211"
"7","Left a Review","web","Unknown","2021-12","548","156211"
"7","Left a Review","web","Unknown","2022-01","432","156211"
"7","Left a Review","web","Unknown","2022-02","218","156211"
"7","Left a Review","web","Unknown","2022-03","58","156211"
